사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2026-01-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
K55101E91865,한국투자ACE미국30년국채액티브증권상장지수투자신탁[채권],한국투자신탁운용,,,,,1.58,8.20,,,,,6.99,3.09,5등급(낮은 위험),0.11,"1,100","3,406",20240308,,ETF,,,
K55301CG2739,미래에셋솔로몬중장기국공채증권자투자신탁 1(채권)종류C-P2e,미래에셋운용,,1.90,1.69,4.41,1.56,-0.78,,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.27,"2,700",509,20181212,계열사,,,,
K55101DN4471,한국투자ACE미국배당다우존스증권상장지수투자신탁(주식),한국투자신탁운용,,,,11.63,1.55,12.82,,,,21.62,16.04,12.56,3등급(다소 높은 위험),0.07,700,"6,276",20211019,,ETF,,,
K55229BU6989,카디안퇴직연금코리아채권증권자투자신탁[채권]클래스C-E,카디안자산운용,,1.44,1.63,3.93,1.53,-0.46,,2.54,2.67,4.23,2.97,0.96,5등급(낮은 위험),0.35,"3,500",3,20170822,,,,,
K55210DW6796,신한SOL국고채3년증권상장지수투자신탁[채권],신한자산운용,,,,3.52,1.53,-0.31,,,,4.08,2.39,0.37,5등급(낮은 위험),0.08,800,301,20220905,,ETF,,,
KR5206150033,키움KIWOOM국고채상장지수증권투자신탁[채권],키움투자운용,1.75,1.80,1.58,3.50,1.52,-0.29,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.09,900,426,20090728,,ETF,,,
KR5223149026,KBRISE국고채3년증권상장지수투자신탁(채권),KB운용,1.75,1.77,1.52,3.42,1.49,-0.35,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.14,"1,400","1,392",20090728,,ETF,,,
K55301E27634,미래에셋TIGER미국배당다우존스증권상장지수투자신탁(주식),미래에셋운용,,,,,1.49,12.76,,,,,16.04,12.56,2등급(높은 위험),0.07,700,"22,359",20230616,계열사,ETF,,,
K55210E06284,신한SOL미국배당다우존스증권상장지수투자신탁[주식](H),신한자산운용,,,,,1.48,5.27,,,,,16.04,12.56,2등급(높은 위험),0.10,"1,000","1,957",20230317,,ETF,,,
KR5105149383,삼성KODEX국고채3년증권상장지수투자신탁[채권],삼성운용,1.66,1.69,1.51,3.49,1.45,-0.32,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.17,"1,700","3,973",20090728,,ETF,,,
KR5225151061,미래에셋TIGER국채3증권상장지수투자신탁(채권),미래에셋운용,1.67,1.71,1.51,3.40,1.43,-0.34,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.17,"1,700",999,20090821,계열사,ETF,,,
KR5101148215,한국투자ACE국고채증권상장지수투자신탁(채권),한국투자신탁운용,1.68,1.71,1.52,3.42,1.41,-0.36,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.19,"1,900",184,20090730,,ETF,,,
K55301CG2721,미래에셋솔로몬중장기국공채증권자투자신탁 1(채권)종류C-P2,미래에셋운용,,,,,1.40,-0.86,,,,,2.39,0.37,5등급(낮은 위험),0.42,"4,200",103,20190129,계열사,,,,
K55210DY2868,신한SOL미국배당다우존스증권상장지수투자신탁[주식],신한자산운용,,,,11.49,1.39,12.78,,,,21.62,16.04,12.56,2등급(높은 위험),0.07,700,"7,378",20221111,,ETF,,,
K55105EC8025,삼성KODEX미국배당다우존스증권상장지수투자신탁[주식],삼성운용,,,,,1.38,12.84,,,,,16.04,12.56,2등급(높은 위험),0.09,900,"3,459",20240809,,ETF,,,
K55210EE8074,신한SOL미국배당다우존스2호증권상장지수투자신탁[주식],신한자산운용,,,,,1.32,12.68,,,,,16.04,12.56,2등급(높은 위험),0.11,"1,100",279,20241004,,ETF,,,
K55206DT2960,키움KIWOOM물가채KIS증권상장지수투자신탁[채권],키움투자운용,,,,4.92,1.31,-1.68,,,,3.80,2.67,0.87,5등급(낮은 위험),0.20,"2,000",114,20220530,,ETF,,,
K55102EE8018,하나1Q현대차그룹채권(A+이상)&국고통안증권상장지수투자신탁[채권],하나운용,,,,,1.29,-0.85,,,,,2.67,0.87,5등급(낮은 위험),0.10,"1,000","1,047",20240930,,ETF,,,
K55223BR5958,KBRISE중장기국공채액티브증권상장지수투자신탁(채권),KB운용,,1.70,1.23,3.84,1.27,-0.84,,2.28,2.40,3.80,2.67,0.87,5등급(낮은 위험),0.09,900,246,20170628,,ETF,,,
K55301E05564,미래에셋TIGER인도니프티50증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,,1.26,2.83,,,,,6.78,1.38,2등급(높은 위험),0.32,"3,200","4,523",20230412,계열사,ETF,,,
K55102E37825,하나1Q단기금융채액티브증권상장지수투자신탁[채권],하나운용,,,,,1.21,-0.47,,,,,2.54,1.12,5등급(낮은 위험),0.09,900,"1,672",20230802,,ETF,,,
K55105E00263,삼성KODEX인도Nifty50증권상장지수투자신탁[주식-파생형],삼성운용,,,,,1.19,2.63,,,,,7.22,0.93,2등급(높은 위험),0.27,"2,700","4,443",20230419,,ETF,,,
K55101BT5797,한국투자퇴직연금증권자투자신탁 1(국공채)(C-e),한국투자신탁운용,,1.60,1.37,4.15,1.17,-1.10,,2.12,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.35,"3,500",366,20170802,,,,,
K55364CF7048,에셋플러스슈퍼아시아리치투게더증권자투자신탁 1(주식)종류C-P2e,에셋플러스운용,,,11.08,16.50,1.16,11.50,,,11.19,13.71,9.22,11.57,3등급(다소 높은 위험),1.55,"15,500",276,20190409,,,,,
K55301C75793,미래에셋연금글로벌헬스케어증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,7.51,1.80,3.42,1.08,9.83,,8.00,5.11,4.34,9.82,14.30,2등급(높은 위험),1.20,"12,000",39,20180619,계열사,,,,
K55216DW2708,DB다같이장기채권증권투자신탁[채권]C-P2E,DB자산운용,,,,4.88,0.98,-2.30,,,,3.82,2.67,0.87,4등급(보통 위험),0.22,"2,200",10,20221114,,,,,
K55101BT5789,한국투자퇴직연금증권자투자신탁 1(국공채)(C),한국투자신탁운용,1.54,1.40,1.17,3.94,0.97,-1.20,1.98,2.12,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.55,"5,500","1,377",20060102,,,,,
K55223CG9861,KB스타중기국공채증권자투자신탁(채권)C-퇴직e클래스,KB운용,,,1.16,4.26,0.97,-1.13,,,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.32,"3,200",293,20190904,,,,,
K55223BJ7467,KB스타중기국공채증권자투자신탁(채권)C-퇴직 클래스,KB운용,,1.38,1.02,4.12,0.83,-1.20,,2.12,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.46,"4,600",147,20180801,,,,,
K55364CF7022,에셋플러스슈퍼아시아리치투게더증권자투자신탁 1(주식)종류C-P2,에셋플러스운용,,,10.72,16.12,0.83,11.32,,,11.19,13.71,9.22,11.57,3등급(다소 높은 위험),1.88,"18,800",13,20190415,,,,,
K55301C83847,미래에셋퇴직플랜글로벌헬스케어40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,3.98,1.78,4.24,0.81,2.52,,4.96,3.83,4.45,5.92,6.22,4등급(보통 위험),0.84,"8,400",7,20180618,계열사,,,,
K55105BV3794,삼성퇴직연금Active채권종합증권자투자신탁 1[채권]Ce,삼성운용,,1.78,1.46,4.94,0.80,-1.68,,2.28,2.40,3.80,2.67,0.87,5등급(낮은 위험),0.27,"2,700",163,20170822,,,,,
K55223D48455,KBRISE미국고정배당우선증권ICE증권상장지수투자신탁(주식혼합),KB운용,,,4.35,9.68,0.79,9.04,,,12.63,21.62,16.04,12.56,3등급(다소 높은 위험),0.66,"6,600",141,20200508,,ETF,,,
K55101EE6187,한국투자ACE글로벌AI맞춤형반도체증권상장지수투자신탁(주식),한국투자신탁운용,,,,,0.71,9.18,,,,,23.10,18.79,2등급(높은 위험),0.64,"6,400",100,20241018,,ETF,,,
K55206CW2792,키움파이어니어ESG증권자투자신탁 1[채권]C-e,키움투자운용,,,1.40,4.91,0.68,-1.70,,,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.28,"2,800",13,20191106,,,,,
K55301B38538,미래에셋연금글로벌헬스케어증권자투자신탁 1(주식)종류C-P2,미래에셋운용,4.21,7.06,1.36,2.97,0.65,9.59,6.14,8.00,5.11,4.34,9.82,14.30,2등급(높은 위험),1.63,"16,300",15,20150826,계열사,,,,
K55207BU0681,교보악사Tomorrow장기우량증권투자신탁K- 1(채권)ClassC-Pe,교보악사운용,,2.11,1.71,4.83,0.65,-1.91,,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.23,"2,300","1,579",20170817,,,,,
K55206E15705,키움KIWOOM종합채권(AA-이상)액티브증권상장지수투자신탁[채권],키움투자운용,,,,,0.60,-1.93,,,,,2.67,0.87,5등급(낮은 위험),0.04,400,"4,751",20230405,,ETF,,,
K55101D34156,한국투자ACE종합채권(AA-이상)액티브증권상장지수투자신탁(채권),한국투자신탁운용,,,1.41,4.76,0.59,-1.94,,,2.40,3.80,2.67,0.87,5등급(낮은 위험),0.03,300,"8,107",20200715,,ETF,,,
K55107E34441,우리WON종합채권(AA-이상)액티브증권상장지수투자신탁(채권),우리운용,,,,,0.59,-1.85,,,,,2.67,0.87,5등급(낮은 위험),0.06,600,671,20240802,,ETF,,,
K55223DJ2177,KBRISE종합채권(A-이상)액티브증권상장지수투자신탁(채권),KB운용,,,,4.73,0.58,-1.89,,,,4.08,2.39,0.37,5등급(낮은 위험),0.03,300,"16,170",20210524,,ETF,,,
K55224E73350,흥국HK종합채권(AA-이상)액티브증권상장지수투자신탁[채권],흥국운용,,,,,0.58,-1.80,,,,,2.67,0.87,5등급(낮은 위험),0.05,500,"1,609",20231127,,ETF,,,
KR5207A10385,교보악사Tomorrow장기우량증권투자신탁K- 1(채권)ClassCP,교보악사운용,1.98,2.00,1.61,4.73,0.55,-1.96,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.33,"3,300",157,20120102,,,,,
K55301DZ7460,미래에셋TIGER종합채권(AA-이상)액티브증권상장지수투자신탁(채권),미래에셋운용,,,,,0.54,-1.92,,,,,2.67,0.87,5등급(낮은 위험),0.05,500,"10,425",20230127,계열사,ETF,,,
K55105E17036,삼성KODEX33-06국고채액티브증권상장지수투자신탁[채권],삼성운용,,,,,0.54,-2.46,,,,,1.85,-0.70,5등급(낮은 위험),0.16,"1,600",236,20230525,,ETF,,,
K55210DV5914,신한SOL종합채권(AA-이상)액티브증권상장지수투자신탁[채권],신한자산운용,,,,4.85,0.50,-1.94,,,,3.80,2.67,0.87,5등급(낮은 위험),0.05,500,"10,220",20220805,,ETF,,,
K55223ED1166,KBRISE미국배당100데일리고정커버드콜증권상장지수투자신탁(주식-파생형),KB운용,,,,,0.47,10.34,,,,,16.04,12.56,2등급(높은 위험),0.40,"4,000","1,032",20240920,,ETF,,,
K55210BT8575,신한상대가치장기증권자투자신탁[채권](종류C-re),신한자산운용,,1.77,1.38,4.49,0.43,-1.74,,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.36,"3,600",116,20170822,,,,,
K55213DZ2997,한화PLUS종합채권(AA-이상)액티브증권상장지수투자신탁(채권),한화운용,,,,,0.41,-1.98,,,,,2.67,0.87,5등급(낮은 위험),0.06,600,"5,049",20230106,,ETF,,,
K55301CA9094,미래에셋TIGER중장기국채증권상장지수투자신탁(채권-파생형),미래에셋운용,,1.08,0.63,3.56,0.39,-1.79,,2.17,2.05,4.08,2.39,0.37,4등급(보통 위험),0.17,"1,700","3,113",20180719,계열사,ETF,,,
K55105BR0838,삼성KODEX종합채권(AA-이상)액티브증권상장지수투자신탁[채권],삼성운용,,1.58,1.14,4.69,0.35,-2.00,,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.06,600,"35,282",20170616,,ETF,,,
K553N9EF5557,삼성액티브KoAct미국천연가스인프라액티브증권상장지수투자신탁[주식],삼성액티브자산운용,,,,,0.27,7.62,,,,,16.04,12.56,2등급(높은 위험),0.59,"5,900",208,20241206,,ETF,,,
K55216E57284,DB마이티26-09특수채(AAA)액티브증권상장지수투자신탁[채권],DB자산운용,,,,,0.25,-1.73,,,,,2.90,1.15,5등급(낮은 위험),0.08,800,"1,738",20230918,,ETF,,,
K55232E28837,NH-AmundiHANARO종합채권(AA-이상)액티브증권상장지수투자신탁(채권),NH-Amundi운용,,,,,0.18,-1.88,,,,,2.67,0.87,5등급(낮은 위험),0.04,400,873,20231025,,ETF,,,
K55207EF7450,교보악사파워종합채권(AA-이상)액티브증권상장지수투자신탁[채권],교보악사운용,,,,,0.17,-1.97,,,,,2.57,0.85,5등급(낮은 위험),0.06,600,"1,185",20241125,,ETF,,,
K55107BU7935,우리퇴직연금증권자투자신탁1(국공채)ClassC-e,우리운용,,1.04,0.58,3.80,0.15,-1.90,,2.28,2.40,3.80,2.67,0.87,5등급(낮은 위험),0.35,"3,500",24,20180808,,,,,
K55301E27642,미래에셋TIGER 미국배당다우존스타겟커버드콜1호증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,,0.07,12.33,,,,,16.04,12.56,2등급(높은 위험),0.47,"4,700",631,20230616,계열사,ETF,,,
KR5206A65050,키움KIWOOM10년국고채증권상장지수투자신탁[채권],키움투자운용,1.16,0.69,-0.08,4.02,-0.26,-3.10,2.10,2.17,2.05,4.08,2.39,0.37,4등급(보통 위험),0.07,700,"5,617",20111019,,ETF,,,
KR5206AS8419,키움KIWOOMNIFTY50인디아증권상장지수투자신탁[주식-파생형](합성),키움투자운용,9.35,11.23,12.70,11.79,-0.32,1.82,11.90,13.21,13.80,13.82,7.22,0.93,3등급(다소 높은 위험),0.35,"3,500","2,328",20140625,,ETF,,,
K55232E38034,NH-Amundi국채10년인덱스증권자투자신탁[채권]ClassC-P2I(퇴직연금),NH-Amundi운용,,,,,-0.35,-2.91,,,,,2.57,0.85,4등급(보통 위험),0.21,"2,100",398,20230620,,,,,
K55101D95314,한국투자ACE국고채10년증권상장지수투자신탁(채권),한국투자신탁운용,,,0.01,3.93,-0.36,-3.00,,,2.23,3.50,2.57,0.85,4등급(보통 위험),0.05,500,"4,782",20201013,,ETF,,,
K55232BU5747,NH-Amundi국채10년인덱스증권자투자신탁[채권]ClassC-P2e(퇴직연금),NH-Amundi운용,,0.56,-0.09,3.72,-0.38,-2.93,,2.13,2.23,3.50,2.57,0.85,4등급(보통 위험),0.24,"2,400",993,20170829,,,,,
K55301C33560,미래에셋솔로몬장기국공채증권자투자신탁 1(채권)종류C-P2e,미래에셋운용,,1.17,0.70,4.34,-0.40,-2.85,,2.12,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.29,"2,900",70,20181109,계열사,,,,
K55210DW6804,신한SOL국고채10년증권상장지수투자신탁[채권],신한자산운용,,,,3.93,-0.44,-3.16,,,,3.80,2.67,0.87,5등급(낮은 위험),0.07,700,"1,058",20220905,,ETF,,,
KR5232AT9836,NH-Amundi국채10년인덱스증권자투자신탁[채권]ClassC-P2(퇴직연금),NH-Amundi운용,0.90,0.44,-0.21,3.60,-0.49,-2.98,1.98,2.13,2.23,3.50,2.57,0.85,4등급(보통 위험),0.36,"3,600",329,20141016,,,,,
K55232DY8190,NH-AmundiHANARO32-10국고채액티브증권상장지수투자신탁(채권),NH-Amundi운용,,,,4.54,-0.53,-3.33,,,,4.78,1.85,-0.70,5등급(낮은 위험),0.08,800,262,20221121,,ETF,,,
K55301BC5992,미래에셋솔로몬장기국공채증권자투자신탁 1(채권)종류C-P2,미래에셋운용,,1.03,0.56,4.19,-0.54,-2.92,,2.12,2.23,3.50,2.57,0.85,5등급(낮은 위험),0.43,"4,300",33,20160912,계열사,,,,
K55213E35667,한화PLUS국고채10년액티브증권상장지수투자신탁(채권),한화운용,,,,,-0.61,-3.28,,,,,2.57,0.85,5등급(낮은 위험),0.07,700,485,20230714,,ETF,,,
K55301E27659,미래에셋TIGER미국배당다우존스타겟커버드콜2호증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,,-0.70,11.82,,,,,16.04,12.56,2등급(높은 위험),0.45,"4,500","8,308",20230616,계열사,ETF,,,
K55301BU3011,미래에셋퇴직플랜증권자투자신탁 1(채권)종류C-P2e,미래에셋운용,,1.10,0.54,4.89,-0.86,-3.20,,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.29,"2,900",481,20170817,계열사,,,,
K55105E67924,삼성KODEX국고채10년액티브증권상장지수투자신탁[채권],삼성운용,,,,,-0.86,-3.29,,,,,2.57,0.85,5등급(낮은 위험),0.03,300,"5,747",20231113,,ETF,,,
KR5301A94984,미래에셋퇴직플랜증권자투자신탁 1(채권)종류C,미래에셋운용,1.37,1.00,0.44,4.78,-0.96,-3.25,2.10,2.17,2.05,4.08,2.39,0.37,5등급(낮은 위험),0.39,"3,900",515,20060131,계열사,,,,
K55105BT6551,삼성KODEX미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성)(H),삼성운용,,4.08,2.01,0.59,-1.10,3.93,,15.34,12.63,21.62,16.04,12.56,3등급(다소 높은 위험),0.37,"3,700",362,20170809,,ETF,,,
K55223EB1440,KBRISE국고채10년액티브증권상장지수투자신탁(채권),KB운용,,,,,-1.17,-3.45,,,,,2.57,0.85,5등급(낮은 위험),0.03,300,"1,484",20240520,,ETF,,,
K55213ED2661,한화PLUS일본엔화초단기국채증권상장지수투자신탁(채권-파생형)(합성),한화운용,,,,,-1.42,-2.10,,,,,2.99,0.99,3등급(다소 높은 위험),0.23,"2,300",195,20240809,,ETF,,,
K55301BU2955,미래에셋인도채권증권자투자신탁 1(채권)종류C-P2e,미래에셋운용,,5.12,5.99,7.40,-1.43,2.50,,3.07,1.18,6.36,7.58,3.89,4등급(보통 위험),1.01,"10,100",210,20170913,계열사,,,,
K55107DT5260,우리WON대한민국국고채액티브증권상장지수투자신탁(채권),우리운용,,,,4.44,-1.54,-4.02,,,,3.80,2.67,0.87,5등급(낮은 위험),0.09,900,682,20220509,,ETF,,,
K55105BT4671,삼성ABF코리아장기채권인덱스증권투자신탁[채권]Cpe(퇴직연금),삼성운용,,0.67,0.05,4.09,-1.66,-3.93,,2.17,2.05,4.08,2.39,0.37,4등급(보통 위험),0.40,"4,000",304,20170802,,,,,
K55301BM1817,미래에셋인도채권증권자투자신탁 1(채권)종류C-P2,미래에셋운용,,4.83,5.69,7.11,-1.70,2.35,,3.07,1.18,6.36,7.58,3.89,4등급(보통 위험),1.29,"12,900",60,20170303,계열사,,,,
K55105DS5107,삼성KODEX 미국ETF산업Top10Indxx증권상장지수투자신탁[주식],삼성운용,,,,20.20,-1.70,3.04,,,,21.62,16.04,12.56,2등급(높은 위험),0.57,"5,700",148,20220513,,ETF,,,
K55105BU7648,삼성퇴직연금인디아40증권자투자신탁 1[채권혼합]Ce,삼성운용,,7.19,7.28,7.07,-1.80,0.40,,6.52,7.28,7.91,1.58,1.36,4등급(보통 위험),1.02,"10,200",285,20170823,,,,,
KR5105A60733,삼성ABF코리아장기채권인덱스증권투자신탁[채권](Cp(퇴직연금)),삼성운용,0.93,0.51,-0.11,3.93,-1.81,-4.01,2.10,2.17,2.05,4.08,2.39,0.37,4등급(보통 위험),0.56,"5,600",16,20121022,,,,,
K55223BU6100,KB장기국채플러스증권자투자신탁(채권)C-퇴직e클래스,KB운용,,,-0.08,5.04,-1.84,-4.48,,,2.23,3.50,2.57,0.85,4등급(보통 위험),0.27,"2,700",166,20190904,,,,,
K55235CI9634,피델리티인디아증권자투자신탁(주식-재간접형)종류CP-e,피델리티운용,,,15.40,16.28,-1.91,1.95,,,15.41,15.20,-1.10,1.75,2등급(높은 위험),1.69,"16,900",407,20190405,,,,,
K55105DZ2634,삼성KODEX미국S&P500필수소비재증권상장지수투자신탁[주식],삼성운용,,,,,-1.96,4.26,,,,,3.17,5.12,2등급(높은 위험),0.36,"3,600",138,20230317,,ETF,,,
K55223BG6173,KB장기국채플러스증권자투자신탁(채권)C-퇴직연금클래스,KB운용,,0.66,-0.20,4.91,-1.97,-4.54,,2.13,2.23,3.50,2.57,0.85,4등급(보통 위험),0.40,"4,000",45,20170609,,,,,
K55101E91790,한국투자ACE미국30년국채엔화노출액티브증권상장지수투자신탁[채권](H),한국투자신탁운용,,,,,-1.97,-2.29,,,,,6.99,3.09,5등급(낮은 위험),0.22,"2,200",962,20240308,,ETF,,,
KR5235924051,피델리티인디아증권자투자신탁(주식-재간접형)종류CP,피델리티운용,,13.89,15.12,16.00,-2.16,1.82,,13.29,15.41,15.20,-1.10,1.75,2등급(높은 위험),1.95,"19,500",38,20170512,,,,,
K55105D79160,삼성KODEX장기종합채권(AA-이상)액티브증권상장지수투자신탁[채권],삼성운용,,,-0.17,4.77,-2.18,-4.84,,,2.43,4.08,2.39,0.37,4등급(보통 위험),0.06,600,"3,311",20200924,,ETF,,,
K55105EA8589,삼성KODEX미국배당다우존스타겟커버드콜증권상장지수투자신탁[주식-파생형],삼성운용,,,,,-2.25,11.33,,,,,16.04,12.56,1등급(매우 높은 위험),0.48,"4,800","1,462",20240524,,ETF,,,
K55301BU3052,미래에셋연금인디아인프라증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,14.56,20.90,20.48,-2.33,1.81,,13.30,13.90,13.69,6.78,1.38,2등급(높은 위험),1.24,"12,400",270,20170926,계열사,,,,
K55223E77825,KBRISE미국30년국채엔화노출증권상장지수투자신탁(채권-파생형)(합성H),KB운용,,,,,-2.49,-2.08,,,,,6.99,3.09,2등급(높은 위험),0.18,"1,800","3,641",20231222,,ETF,,,
K55223B28170,KBRISE미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성H),KB운용,-0.67,1.33,17.04,-2.56,-2.68,-1.57,12.41,15.34,12.63,21.62,16.04,12.56,1등급(매우 높은 위험),0.40,"4,000",155,20150601,,ETF,,,
K55301B25428,미래에셋연금인디아인프라증권자투자신탁 1(주식)종류C-P2,미래에셋운용,,14.07,20.39,19.97,-2.75,1.59,,13.30,13.90,13.69,6.78,1.38,2등급(높은 위험),1.67,"16,700",4,20171025,계열사,,,,
K55301E15670,미래에셋TIGER미국30년국채스트립액티브증권상장지수투자신탁(채권-파생형)(합성H),미래에셋운용,,,,,-2.98,-0.04,,,,,6.99,3.09,2등급(높은 위험),0.20,"2,000","7,964",20230525,계열사,ETF,,,
K55301BU3391,미래에셋인도중소형포커스증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,18.69,21.67,18.93,-3.73,3.54,,13.29,15.41,15.20,-1.10,1.75,2등급(높은 위험),1.39,"13,900","1,199",20170809,계열사,,,,
K55301DA5588,미래에셋TIGER 게임TOP10증권상장지수투자신탁(주식),미래에셋운용,,,-14.32,-6.19,-3.74,-13.95,,,9.25,27.68,90.67,46.83,1등급(매우 높은 위험),0.44,"4,400",591,20201006,계열사,ETF,,,
K55101BJ5096,한국투자ACEMSCI필리핀증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,-0.36,-0.07,2.57,-3.89,0.69,,0.21,0.57,3.11,-4.82,-0.21,2등급(높은 위험),0.66,"6,600",54,20161223,,ETF,,,
K55235BW6849,피델리티유럽증권자투자신탁(주식-재간접형)CP-e,피델리티운용,,6.17,0.71,2.23,-4.04,-3.53,,7.71,7.72,10.71,17.54,9.82,2등급(높은 위험),1.57,"15,700",25,20170915,,,,,
K55301B58650,미래에셋인도중소형포커스증권자투자신탁 1(주식)종류C-P2,미래에셋운용,16.46,18.32,21.29,18.56,-4.05,3.37,10.78,13.29,15.41,15.20,-1.10,1.75,2등급(높은 위험),1.71,"17,100",199,20150930,계열사,,,,
K55205BT9166,미래에셋글로벌4차산업전환사채증권자투자신탁H[채권]종류Crp-e,미래에셋운용,,4.68,-2.35,5.67,-4.15,4.22,,2.54,2.67,4.23,2.97,0.96,3등급(다소 높은 위험),1.16,"11,600",3,20180125,계열사,,,,
K55105DJ9365,삼성누버거버먼미국리츠부동산자투자신탁H[REITs-재간접형]_Cpe(퇴직),삼성운용,,,,2.25,-4.15,-1.96,,,,7.71,7.75,5.23,2등급(높은 위험),1.54,"15,400",47,20210608,,,,,
KR5235936915,피델리티유럽증권자투자신탁(주식-재간접형)CP,피델리티운용,5.56,5.92,0.47,1.98,-4.27,-3.65,5.14,7.71,7.72,10.71,17.54,9.82,2등급(높은 위험),1.81,"18,100",9,20150728,,,,,
K55105DJ9357,삼성누버거버먼미국리츠부동산자투자신탁H[REITs-재간접형]_Cp(퇴직),삼성운용,,,,1.88,-4.49,-2.13,,,,7.71,7.75,5.23,2등급(높은 위험),1.91,"19,100",2,20210624,,,,,
K55105E17044,삼성KODEX53-09국고채액티브증권상장지수투자신탁[채권],삼성운용,,,,,-5.49,-8.09,,,,,1.85,-0.70,5등급(낮은 위험),0.16,"1,600",160,20230525,,ETF,,,
K55205BT9315,미래에셋글로벌4차산업전환사채증권자투자신탁UH[채권]종류Crp-e,미래에셋운용,,9.48,3.66,11.66,-5.71,9.76,,2.54,2.67,4.23,2.97,0.96,3등급(다소 높은 위험),1.16,"11,600",13,20171207,계열사,,,,
K55301E93248,미래에셋인디아디스커버리증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,,,,-6.04,-0.60,,,,,-1.10,1.75,2등급(높은 위험),1.55,"15,500",5,20240404,계열사,,,,
K55105DV4568,삼성KODEX국고채30년액티브증권상장지수투자신탁[채권],삼성운용,,,,5.71,-6.08,-8.74,,,,3.50,2.57,0.85,5등급(낮은 위험),0.06,600,"5,943",20220822,,ETF,,,
K55210E79489,신한SOL국고채30년액티브증권상장지수투자신탁[채권],신한자산운용,,,,,-6.19,-8.49,,,,,2.57,0.85,3등급(다소 높은 위험),0.09,900,68,20240115,,ETF,,,
K55101EC1768,한국투자ACE인도시장대표Big5그룹액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,,-6.31,0.59,,,,,6.78,1.38,2등급(높은 위험),0.76,"7,600",97,20240906,,ETF,,,
K55301E93230,미래에셋인디아디스커버리증권자투자신탁 1(주식)종류C-P2,미래에셋운용,,,,,-6.39,-0.78,,,,,-1.10,1.75,2등급(높은 위험),1.84,"18,400",0,20240717,계열사,,,,
K55301BV2426,미래에셋연금인디아업종대표증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,15.92,17.39,15.75,-6.45,-1.06,,13.30,13.90,13.69,6.78,1.38,2등급(높은 위험),1.34,"13,400",728,20170908,계열사,,,,
K55213E00166,한화PLUS국고채30년액티브증권상장지수투자신탁(채권),한화운용,,,,,-6.45,-8.83,,,,,2.67,0.87,5등급(낮은 위험),0.08,800,149,20230203,,ETF,,,
K55107E45447,우리프랭클린인디아증권자투자신탁(UH)(주식-재간접형)ClassP-e,우리운용,,,,,-6.47,-0.58,,,,,0.07,4.21,2등급(높은 위험),1.56,"15,600",46,20230727,,,,,
K55232DL2875,NH-AmundiHANAROFnK-게임증권상장지수투자신탁(주식),NH-Amundi운용,,,,-8.27,-6.63,-16.29,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.53,"5,300",111,20210729,,ETF,,,
