사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2026-01-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
K55223DD2256,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)C-퇴직,KB운용,,,,17.75,39.58,34.67,,,,20.61,38.91,28.84,1등급(매우 높은 위험),1.23,"12,300",0,20210503,,,,,
KR5225844749,미래에셋TIGER라틴증권상장지수투자신탁(주식),미래에셋운용,11.37,10.45,17.03,19.86,39.33,27.45,6.00,4.88,7.45,12.35,41.21,23.11,2등급(높은 위험),0.65,"6,500",74,20080826,계열사,ETF,,,
K55101BE0852,한국투자ACE베트남VN30증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,14.05,16.12,25.58,39.30,43.05,,10.29,9.99,20.61,38.91,28.84,1등급(매우 높은 위험),0.76,"7,600","3,212",20160628,,ETF,,,
KR5225A04026,미래에셋TIGER LG그룹+증권상장지수투자신탁[주식],미래에셋운용,4.63,4.37,-1.65,3.23,39.04,27.02,9.69,12.73,9.25,27.68,90.67,46.83,2등급(높은 위험),0.21,"2,100",143,20110309,계열사,ETF,,,
K55355DU3345,스팍스성장파워증권투자신탁(주식)RP-e,스팍스운용,,,,,38.89,9.68,,,,,90.67,46.83,2등급(높은 위험),1.00,"10,000",0,20230831,,,,,
K553J1DJ0288,타임폴리오TIMEFOLIOK이노베이션액티브증권상장지수투자신탁[주식],타임폴리오자산운용,,,,12.20,38.58,16.02,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.94,"9,400",91,20210524,,ETF,,,
K55105BD0586,삼성KODEX밸류PLUS증권상장지수투자신탁[주식],삼성운용,,4.84,6.82,11.88,38.53,5.85,,12.73,9.25,27.68,90.67,46.83,2등급(높은 위험),0.35,"3,500",63,20160512,,ETF,,,
K55101E67568,한국투자ACE포스코그룹포커스증권상장지수투자신탁(주식),한국투자신탁운용,,,,,38.45,24.63,,,,,90.67,46.83,2등급(높은 위험),0.37,"3,700",820,20231016,,ETF,,,
K55303EC8553,마이다스마이다스일본테크액티브증권상장지수투자신탁(주식),마이다스운용,,,,,38.42,32.38,,,,,21.50,22.78,2등급(높은 위험),0.90,"9,000",85,20240802,,ETF,,,
K55223ED1158,KBRISE미국AI밸류체인데일리고정커버드콜증권상장지수투자신탁(주식-파생형),KB운용,,,,,38.40,31.03,,,,,16.04,12.56,1등급(매우 높은 위험),0.35,"3,500","4,753",20240927,,ETF,,,
K55223CN7403,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)C-퇴직e클래스,KB운용,,,1.58,18.46,38.28,22.35,,,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.77,"7,700",135,20190514,,,,,
K55301EF4932,미래에셋TIGER미국필라델피아AI반도체나스닥증권상장지수투자신탁(주식),미래에셋운용,,,,,37.93,35.74,,,,,16.04,12.56,2등급(높은 위험),0.61,"6,100","8,328",20241122,계열사,ETF,,,
K55301EE3190,미래에셋TIGER글로벌AI전력인프라액티브증권상장지수투자신탁(주식),미래에셋운용,,,,,37.88,28.62,,,,,16.47,6.94,2등급(높은 위험),0.57,"5,700","3,680",20240909,계열사,ETF,,,
K55235BW6807,피델리티재팬증권자투자신탁(주식-재간접형)CP-e,피델리티운용,,19.04,21.83,29.08,37.87,27.38,,13.84,19.39,26.32,28.20,29.65,2등급(높은 위험),1.59,"15,900",208,20170920,,,,,
K55366C87593,iM에셋월드금융주증권투자신탁(주식-재간접형)(C-Rpe),iM에셋운용,,16.22,15.76,30.33,37.82,17.14,,11.63,14.18,19.68,21.78,11.85,1등급(매우 높은 위험),1.17,"11,700",14,20180720,,,,,
KR5235924028,피델리티재팬증권자투자신탁(주식-재간접형)CP,피델리티운용,13.02,18.77,21.55,28.78,37.55,27.23,8.57,13.84,19.39,26.32,28.20,29.65,2등급(높은 위험),1.83,"18,300",14,20150717,,,,,
K55213BX5796,한화중국본토증권자투자신탁H(주식)종류C-RPe(퇴직연금),한화운용,,6.64,-0.78,11.09,37.29,37.31,,6.40,-0.91,6.87,17.06,18.90,2등급(높은 위험),1.07,"10,700",114,20171103,,,,,
K55105B74603,삼성KODEX코스닥150증권상장지수투자신탁[주식],삼성운용,4.17,4.61,0.33,17.38,36.93,22.05,3.51,4.12,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.28,"2,800","15,987",20150930,,ETF,,,
K55301DF8777,미래에셋TIGER미국필라델피아반도체나스닥증권상장지수투자신탁(주식),미래에셋운용,,,,49.58,36.85,37.36,,,,35.58,23.10,18.79,1등급(매우 높은 위험),0.61,"6,100","32,281",20210408,계열사,ETF,,,
K55101D41516,한국투자ACE코스닥150증권상장지수투자신탁(주식),한국투자신탁운용,,,0.50,17.57,36.84,22.03,,,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.06,600,451,20200506,,ETF,,,
K55213E52290,한화PLUS일본반도체소부장증권상장지수투자신탁(주식),한화운용,,,,,36.76,36.14,,,,,21.50,22.78,2등급(높은 위험),0.68,"6,800",125,20230829,,ETF,,,
K55223BQ7476,KBRISE코스닥150증권상장지수투자신탁(주식),KB운용,,4.26,0.25,17.15,36.74,21.86,,4.12,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.22,"2,200","1,294",20170615,,ETF,,,
K55301BV2699,미래에셋연금브라질업종대표증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,6.58,8.61,15.17,36.62,19.99,,1.82,2.41,7.73,34.57,18.21,1등급(매우 높은 위험),1.21,"12,100",47,20170922,계열사,,,,
K55213BL2888,한화PLUS중형주저변동50증권상장지수투자신탁(주식),한화운용,,10.54,10.73,17.77,36.60,3.12,,12.73,9.25,27.68,90.67,46.83,2등급(높은 위험),0.33,"3,300",77,20170327,,ETF,,,
K55206CJ2971,키움KIWOOM코스닥150증권상장지수투자신탁[주식],키움투자운용,,,0.32,17.35,36.59,21.86,,,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.23,"2,300",173,20190121,,ETF,,,
K55210DZ4459,신한SOL코스닥150증권상장지수투자신탁[주식],신한자산운용,,,,,36.41,21.79,,,,,36.96,21.93,2등급(높은 위험),0.20,"2,000",291,20230130,,ETF,,,
K55209BV6925,신영마라톤중소형주증권자투자신탁(주식)C-P2e형,신영운용,,8.15,8.24,12.12,36.36,9.58,,5.83,4.26,11.13,34.81,8.55,2등급(높은 위험),1.03,"10,300",106,20170822,,,,,
K55232CC8874,NH-AmundiHANARO코스닥150증권상장지수투자신탁[주식],NH-Amundi운용,,4.35,0.24,17.26,36.23,21.63,,4.12,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.25,"2,500",173,20180813,,ETF,,,
K55213C86268,한화PLUS코스닥150증권상장지수투자신탁(주식),한화운용,,4.42,0.44,16.93,36.21,21.55,,4.12,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.39,"3,900",62,20180704,,ETF,,,
K55223DN5018,KBRISEiSelect메타버스증권상장지수투자신탁(주식),KB운용,,,,5.74,36.21,9.21,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.52,"5,200","1,061",20211012,,ETF,,,
K55301B84235,미래에셋TIGER코스닥150증권상장지수투자신탁(주식),미래에셋운용,4.21,4.58,0.37,17.14,36.14,21.51,3.51,4.12,0.19,17.34,36.96,21.93,1등급(매우 높은 위험),0.22,"2,200","3,362",20151111,계열사,ETF,,,
K55209BV6917,신영마라톤중소형주증권자투자신탁(주식)C-P2형,신영운용,,7.72,7.81,11.68,35.84,9.36,,5.83,4.26,11.13,34.81,8.55,2등급(높은 위험),1.44,"14,400",48,20170822,,,,,
K55216BT3091,DB차이나본토RQFII증권자투자신탁(UH)[주식]ClassC-P2E,DB자산운용,,12.71,2.98,12.54,35.69,29.78,,6.56,-1.43,7.13,18.63,20.97,2등급(높은 위험),1.52,"15,200",3,20180503,,,,,
K55301DG2696,미래에셋TIGER차이나과창판STAR50증권상장지수투자신탁(주식-파생형)(합성),미래에셋운용,,,,17.48,35.62,48.55,,,,9.16,28.03,9.54,2등급(높은 위험),0.15,"1,500","1,889",20220111,계열사,ETF,,,
K55105DF0137,삼성KODEX차이나과창판STAR50증권상장지수투자신탁[주식-파생형](합성),삼성운용,,,,17.32,35.54,47.94,,,,9.16,28.03,9.54,2등급(높은 위험),0.15,"1,500",234,20220111,,ETF,,,
K55301DH5144,미래에셋TIGER퓨처모빌리티액티브증권상장지수투자신탁(주식),미래에셋운용,,,,5.90,35.39,32.22,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.83,"8,300",138,20210521,계열사,ETF,,,
K55223E65903,KBRISE미국반도체NYSE증권상장지수투자신탁(주식),KB운용,,,,,35.30,35.61,,,,,23.10,18.79,2등급(높은 위험),0.19,"1,900",233,20231020,,ETF,,,
K55301BX0493,미래에셋차이나그로스증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,9.76,-3.97,10.53,34.99,19.98,,2.54,-4.76,9.16,28.03,9.54,2등급(높은 위험),1.39,"13,900",793,20170920,계열사,,,,
K55223DJ8893,KBRISEK엔터&여행레저증권상장지수투자신탁(주식),KB운용,,,,-0.13,34.96,1.63,,,,27.68,90.67,46.83,2등급(높은 위험),0.52,"5,200",360,20210609,,ETF,,,
K55101E96450,한국투자ACE미국반도체데일리타겟커버드콜증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,,,,34.90,39.58,,,,,23.10,18.79,2등급(높은 위험),0.52,"5,200",938,20240418,,ETF,,,
K55223E65911,KBRISE미국반도체NYSE증권상장지수투자신탁(주식)(H),KB운용,,,,,34.68,26.07,,,,,23.10,18.79,2등급(높은 위험),0.15,"1,500",235,20231020,,ETF,,,
K55301BX0485,미래에셋차이나그로스증권자투자신탁 1(주식)종류C-P2,미래에셋운용,,9.35,-4.33,10.13,34.50,19.77,,2.35,-4.76,9.16,28.03,9.54,2등급(높은 위험),1.76,"17,600",227,20170921,계열사,,,,
K55105BZ3766,삼성KODEX 200미국채혼합증권상장지수투자신탁[채권혼합-파생형],삼성운용,,8.47,6.30,15.10,34.39,22.97,,5.90,5.39,8.16,6.38,3.96,4등급(보통 위험),0.40,"4,000","6,030",20171128,,ETF,,,
K55205DA7284,미래에셋글로벌클린인프라증권자투자신탁2[주식]종류Crp-e,미래에셋운용,,,-0.92,6.70,34.38,29.43,,,13.98,2.72,8.12,5.77,2등급(높은 위험),0.60,"6,000",61,20201020,계열사,,,,
K55205DA7268,미래에셋글로벌클린인프라증권자투자신탁[주식]종류Crp-e,미래에셋운용,,,-0.94,6.67,34.34,29.43,,,13.98,2.72,8.12,5.77,2등급(높은 위험),0.60,"6,000",157,20201012,계열사,,,,
K55210CI0434,신한스노우볼인컴증권투자신탁[채권혼합](종류C-re),신한자산운용,,6.92,8.32,11.60,34.16,19.45,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.48,"4,800",466,20181231,,,,,
K55205DA7250,미래에셋글로벌클린인프라증권자투자신탁[주식]종류Crp,미래에셋운용,,,-1.09,6.51,34.15,29.34,,,13.98,2.72,8.12,5.77,2등급(높은 위험),0.75,"7,500",33,20201020,계열사,,,,
K55213BG0087,한화PLUS고배당저변동50증권상장지수투자신탁(주식),한화운용,,11.24,15.36,19.67,34.01,6.86,,12.73,9.25,27.68,90.67,46.83,3등급(다소 높은 위험),0.30,"3,000",105,20160810,,ETF,,,
KR5105166692,삼성KODEX에너지화학증권상장지수투자신탁[주식],삼성운용,3.46,2.82,-4.73,-2.54,33.91,21.80,2.09,1.76,-5.75,-3.35,32.73,21.67,1등급(매우 높은 위험),0.47,"4,700",284,20091009,,ETF,,,
K55105DS5081,삼성KODEX차이나AI테크액티브증권상장지수투자신탁[주식],삼성운용,,,,21.08,33.70,40.78,,,,9.16,28.03,9.54,2등급(높은 위험),0.74,"7,400",339,20220513,,ETF,,,
K55301E34416,미래에셋TIGER2차전지소재Fn증권상장지수투자신탁(주식),미래에셋운용,,,,,33.68,52.92,,,,,90.67,46.83,2등급(높은 위험),0.45,"4,500","6,751",20230712,계열사,ETF,,,
K55101E12366,한국투자글로벌AI&반도체TOP10증권자투자신탁UH(주식)(C-Re),한국투자신탁운용,,,,,33.58,30.47,,,,,23.10,18.79,2등급(높은 위험),1.20,"12,000","1,781",20230508,,,,,
K55301CC2055,미래에셋TIGER의료기기증권상장지수투자신탁(주식),미래에셋운용,,9.91,-1.57,13.82,33.48,12.45,,12.73,9.25,27.68,90.67,46.83,1등급(매우 높은 위험),0.56,"5,600",94,20181107,계열사,ETF,,,
K55105BM5592,삼성KODEX경기소비재증권상장지수투자신탁[주식],삼성운용,,0.73,-0.60,5.59,33.43,5.86,,-0.62,-2.15,3.79,31.62,5.65,2등급(높은 위험),0.47,"4,700",62,20170327,,ETF,,,
K55101DP7530,한국투자ACE중국과창판STAR50증권상장지수투자신탁(주식),한국투자신탁운용,,,,15.11,33.42,47.00,,,,9.16,28.03,9.54,2등급(높은 위험),0.93,"9,300",151,20220107,,ETF,,,
K55307D06017,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P1e,유리운용,,,25.51,42.47,33.29,34.02,,,23.05,41.03,21.02,24.22,1등급(매우 높은 위험),0.97,"9,700","2,130",20200309,,,,,
K55301C25806,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형),미래에셋운용,,4.94,4.75,15.35,33.25,16.69,,3.20,2.98,13.65,31.73,16.58,2등급(높은 위험),0.41,"4,100",252,20180208,계열사,ETF,,,
K55232DL2883,NH-AmundiHANAROFnK-POP&미디어증권상장지수투자신탁(주식),NH-Amundi운용,,,,4.36,33.16,-6.76,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.51,"5,100",806,20210729,,ETF,,,
K55101E12358,한국투자글로벌AI&반도체TOP10증권자투자신탁UH(주식)(C-R),한국투자신탁운용,,,,,33.02,30.19,,,,,23.10,18.79,2등급(높은 위험),1.66,"16,600",46,20240219,,,,,
K55210DQ3494,신한SOL차이나육성산업액티브증권상장지수투자신탁[주식혼합-파생형](합성),신한자산운용,,,,15.49,33.00,47.26,,,,10.48,26.72,8.46,2등급(높은 위험),0.67,"6,700",242,20220111,,ETF,,,
K55307D05993,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P1,유리운용,,,25.23,42.15,32.99,33.87,,,23.05,41.03,21.02,24.22,1등급(매우 높은 위험),1.20,"12,000",44,20200331,,,,,
K55216BT3075,DB차이나본토RQFII증권자투자신탁(H)[주식]ClassC-P2E,DB자산운용,,8.20,-1.56,8.38,32.90,21.54,,6.40,-0.91,6.87,17.06,18.90,2등급(높은 위험),1.53,"15,300",14,20170808,,,,,
K55301DD9983,미래에셋차이나과창판증권투자신탁(주식) 종류 C-P2e,미래에셋운용,,,3.06,14.90,32.63,47.06,,,-4.76,9.16,28.03,9.54,1등급(매우 높은 위험),0.97,"9,700",387,20201229,계열사,,,,
K55224B12636,흥국HKS&P코리아로우볼증권상장지수투자신탁(주식),흥국운용,6.27,8.20,11.14,12.91,32.58,3.26,9.69,12.73,9.25,27.68,90.67,46.83,3등급(다소 높은 위험),0.59,"5,900",103,20150324,,ETF,,,
K55101E12200,한국투자글로벌AI&반도체TOP10증권자투자신탁H(주식)(C-Re),한국투자신탁운용,,,,,32.53,22.14,,,,,23.10,18.79,2등급(높은 위험),1.21,"12,100","1,292",20230508,,,,,
K55210B21701,신한SOL차이나강소기업CSI500증권상장지수투자신탁(주식-파생형)(합성H),신한자산운용,-0.45,9.98,3.77,9.30,32.27,29.90,3.30,2.30,-5.08,9.14,28.58,10.71,2등급(높은 위험),0.67,"6,700",49,20150605,,ETF,,,
K55302BU0131,베어링독일증권자투자신탁[UH](주식-재간접형)ClassC-P2e,베어링운용,,14.26,14.92,24.29,32.25,7.75,,11.95,12.05,25.30,30.61,9.67,3등급(다소 높은 위험),1.20,"12,000",12,20170803,,,,,
K55301DD9975,미래에셋차이나과창판증권투자신탁(주식) 종류 C-P2,미래에셋운용,,,2.73,14.54,32.21,46.84,,,-4.76,9.16,28.03,9.54,1등급(매우 높은 위험),1.28,"12,800",4,20201228,계열사,,,,
K55206DP5553,키움KIWOOM독일DAX증권상장지수투자신탁[주식],키움투자운용,,,,27.99,32.19,9.20,,,,15.58,16.76,1.98,2등급(높은 위험),0.55,"5,500",167,20211221,,ETF,,,
K55301DZ1141,미래에셋TIGER한중전기차증권상장지수투자신탁(주식-파생형)(합성),미래에셋운용,,,,5.83,32.08,40.06,,,,27.68,90.67,46.83,2등급(높은 위험),0.40,"4,000",94,20221221,계열사,ETF,,,
K55101EB6099,한국투자ACE구글밸류체인액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,,32.06,41.34,,,,,17.29,12.82,2등급(높은 위험),0.61,"6,100","1,006",20240610,,ETF,,,
K55210E99222,신한SOL미국AI반도체칩메이커증권상장지수투자신탁[주식],신한자산운용,,,,,32.04,33.75,,,,,23.10,18.79,2등급(높은 위험),0.53,"5,300",353,20240412,,ETF,,,
K55101E12192,한국투자글로벌AI&반도체TOP10증권자투자신탁H(주식)(C-R),한국투자신탁운용,,,,,31.96,21.88,,,,,23.10,18.79,2등급(높은 위험),1.67,"16,700",95,20230818,,,,,
K55301DL2376,미래에셋TIGER차이나반도체FACTSET증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,17.59,31.89,53.12,,,,9.16,28.03,9.54,1등급(매우 높은 위험),0.61,"6,100","1,265",20210806,계열사,ETF,,,
K55105DY8624,삼성KODEX한중전기차증권상장지수투자신탁[주식-파생형](합성),삼성운용,,,,5.89,31.88,39.60,,,,27.68,90.67,46.83,2등급(높은 위험),0.31,"3,100",73,20221220,,ETF,,,
K55216CJ4231,DB차이나바이오헬스케어증권자투자신탁(UH)[주식]종류C-P2E,DB자산운용,,,-4.99,5.05,31.82,3.83,,,4.69,4.94,12.74,13.97,2등급(높은 위험),1.39,"13,900",48,20190611,,,,,
K55101E42918,한국투자ACE애플밸류체인액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,,31.82,43.41,,,,,17.29,12.82,2등급(높은 위험),0.64,"6,400",184,20240610,,ETF,,,
K55206E80451,키움KIWOOM글로벌AI반도체증권상장지수투자신탁[주식],키움투자운용,,,,,31.80,31.46,,,,,23.10,18.79,2등급(높은 위험),0.52,"5,200",332,20231220,,ETF,,,
K55307D05118,유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassC-P1e,유리운용,,,17.67,33.70,31.75,25.80,,,17.38,35.58,23.10,18.79,1등급(매우 높은 위험),0.97,"9,700","1,091",20200424,,,,,
K55301EE9171,미래에셋TIGER미국방산TOP10증권상장지수투자신탁(주식),미래에셋운용,,,,,31.52,26.43,,,,,16.04,12.56,2등급(높은 위험),0.55,"5,500",270,20241025,계열사,ETF,,,
K55307D05100,유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassC-P1,유리운용,,,17.40,33.40,31.46,25.67,,,17.38,35.58,23.10,18.79,1등급(매우 높은 위험),1.20,"12,000",120,20200309,,,,,
K55230BT8043,키움슈로더이머징위너스증권자투자신탁(주식혼합-재간접형)ClassC-Cpe(퇴직연금),키움투자운용,,7.36,1.95,13.27,31.42,19.53,,9.46,7.94,18.27,26.68,21.02,2등급(높은 위험),1.44,"14,400",103,20170804,,,,,
KR5105AL9630,삼성KODEX합성-미국 바이오테크증권상장지수투자신탁[주식-파생형],삼성운용,7.40,11.97,2.56,20.70,31.23,56.02,6.18,8.06,4.69,4.94,12.74,13.97,1등급(매우 높은 위험),0.33,"3,300",200,20131030,,ETF,,,
K55232CN9911,NH-AmundiHANAROe커머스증권상장지수투자신탁[주식],NH-Amundi운용,,,-3.06,2.61,31.05,-4.77,,,9.25,27.68,90.67,46.83,2등급(높은 위험),0.52,"5,200",554,20190422,,ETF,,,
K55105BT4531,삼성퇴직연금KOSPI200채권혼합증권자투자신탁 1[채권혼합]_Ce,삼성운용,,6.81,5.73,13.34,31.00,16.14,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.43,"4,300",932,20170803,,,,,
K55223BU8767,KB퇴직연금통중국고배당증권자투자신탁(주식)C-E클래스,KB운용,,1.00,-8.03,3.39,30.98,9.04,,2.35,-4.76,9.16,28.03,9.54,2등급(높은 위험),1.16,"11,600",117,20170823,,,,,
K55105DX9797,삼성KODEX삼성전자채권혼합증권상장지수투자신탁[채권혼합],삼성운용,,,,11.92,30.94,23.28,,,,9.66,20.66,11.35,4등급(보통 위험),0.14,"1,400","2,389",20221128,,ETF,,,
K55230BL0071,키움슈로더이머징위너스증권자투자신탁(주식혼합-재간접형)ClassC-CP(퇴직연금),키움투자운용,,6.93,1.55,12.83,30.92,19.30,,9.46,7.94,18.27,26.68,21.02,2등급(높은 위험),1.84,"18,400",81,20170116,,,,,
K55365BT3678,KCGI차이나증권투자신탁[주식]종류C-Pe2,KCGI운용,,17.05,5.29,8.59,30.91,26.07,,2.35,-4.76,9.16,28.03,9.54,2등급(높은 위험),1.31,"13,100",289,20170807,,,,,
K55301DC7608,미래에셋TIGER차이나전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),미래에셋운용,,,2.78,2.86,30.90,36.52,,,-4.76,9.16,28.03,9.54,1등급(매우 높은 위험),0.55,"5,500","15,857",20201203,계열사,ETF,,,
K55105B91292,삼성퇴직연금KOSPI200채권혼합증권자투자신탁 1[채권혼합]_C,삼성운용,5.43,6.59,5.51,13.11,30.74,16.03,4.35,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.64,"6,400",740,20060102,,,,,
K55223B34913,KB퇴직연금통중국고배당증권자투자신탁(주식) C 클래스,KB운용,1.49,0.59,-8.41,2.98,30.49,8.83,3.43,2.35,-4.76,9.16,28.03,9.54,2등급(높은 위험),1.58,"15,800",223,20150617,,,,,
K55105BM4843,삼성KODEX헬스케어증권상장지수투자신탁[주식],삼성운용,,4.92,-1.75,23.87,30.45,26.97,,4.55,-2.43,22.79,29.75,26.03,1등급(매우 높은 위험),0.10,"1,000","1,021",20170327,,ETF,,,
K55363BT9883,트러스톤아시아장기성장주증권자투자신탁(UH)[주식]Cp2-E클래스,트러스톤운용,,9.42,4.19,18.65,30.44,26.99,,10.79,8.65,19.46,23.93,19.72,2등급(높은 위험),1.49,"14,900",6,20171011,,,,,
K55236BU4340,한국밸류10년투자퇴직연금증권투자신탁 1(채권혼합)(C-E),한국투자밸류운용,,6.56,6.47,13.65,30.42,14.07,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.70,"7,000",569,20170802,,,,,
K55105BV3695,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cpe(퇴직연금),삼성운용,,4.34,-1.74,5.86,30.27,23.17,,2.34,-4.36,8.94,26.72,8.46,2등급(높은 위험),1.74,"17,400",94,20170811,,,,,
K55364DP8696,에셋플러스에셋플러스글로벌대장장이액티브증권상장지수투자신탁(주식),에셋플러스운용,,,,40.54,30.23,27.37,,,,18.69,17.29,12.82,2등급(높은 위험),1.39,"13,900",156,20220624,,ETF,,,
K55223CR0586,KBRISE내수주플러스증권상장지수투자신탁(주식),KB운용,,,0.88,10.83,30.14,8.02,,,9.25,27.68,90.67,46.83,2등급(높은 위험),0.47,"4,700",262,20190619,,ETF,,,
K55236BU4332,한국밸류10년투자퇴직연금증권투자신탁 1(채권혼합)(C),한국투자밸류운용,4.03,6.19,6.10,13.26,29.98,13.87,4.35,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),1.05,"10,500","4,245",20070614,,,,,
K55105B39424,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cp(퇴직연금),삼성운용,4.32,4.05,-2.01,5.56,29.91,23.00,3.29,2.34,-4.36,8.94,26.72,8.46,2등급(높은 위험),2.02,"20,200",97,20150810,,,,,
K55232E99861,NH-AmundiHANAROK-뷰티증권상장지수투자신탁(주식),NH-Amundi운용,,,,,29.90,-11.80,,,,,90.67,46.83,2등급(높은 위험),0.52,"5,200",525,20240415,,ETF,,,
K55105EC0527,삼성KODEX미국AI전력핵심인프라증권상장지수투자신탁[주식],삼성운용,,,,,29.89,12.72,,,,,16.04,12.56,2등급(높은 위험),0.53,"5,300","13,695",20240705,,ETF,,,
K55232DN6882,NH-AmundiHANAROFnK-메타버스MZ증권상장지수투자신탁(주식),NH-Amundi운용,,,,8.77,29.79,10.49,,,,27.68,90.67,46.83,1등급(매우 높은 위험),0.61,"6,100",60,20211012,,ETF,,,
K55223BU8684,KB퇴직연금성장40증권자투자신탁(채권혼합)C-E,KB운용,,7.17,6.28,13.92,29.76,13.58,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.69,"6,900",119,20170927,,,,,
K55216CJ4074,DB차이나바이오헬스케어증권자투자신탁(H)[주식]종류C-P2E,DB자산운용,,,-9.43,0.90,29.63,-2.77,,,5.11,4.34,9.82,14.30,2등급(높은 위험),1.40,"14,000",32,20190531,,,,,
KR5225A46670,미래에셋TIGER헬스케어증권상장지수투자신탁(주식),미래에셋운용,5.41,4.45,-2.48,22.42,29.57,26.40,5.19,4.55,-2.43,22.79,29.75,26.03,1등급(매우 높은 위험),0.42,"4,200","2,463",20110715,계열사,ETF,,,
K55301BU3904,미래에셋퇴직플랜KRX100인덱스안정형40증권자투자신탁 1(채권혼합) 종류C-P2e,미래에셋운용,,6.79,5.31,13.34,29.56,15.39,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.41,"4,100",871,20170811,계열사,,,,
K55206EE9458,키움KIWOOM미국양자컴퓨팅증권상장지수투자신탁[주식],키움투자운용,,,,,29.48,26.05,,,,,16.04,12.56,2등급(높은 위험),0.61,"6,100","2,576",20241216,,ETF,,,
K55213D18202,한화차이나셀렉트헬스케어증권자투자신탁(UH)(주식)종류C-RPe(퇴직연금),한화운용,,,-3.80,4.16,29.43,12.56,,,4.69,4.94,12.74,13.97,2등급(높은 위험),1.15,"11,500",3,20200512,,,,,
K55301BU3896,미래에셋퇴직플랜KRX100인덱스안정형40증권자투자신탁 1(채권혼합)종류C-P2,미래에셋운용,5.34,6.58,5.10,13.12,29.31,15.28,4.35,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.61,"6,100",715,20060102,계열사,,,,
K55364DO6337,에셋플러스에셋플러스코리아플랫폼액티브증권상장지수투자신탁(주식),에셋플러스운용,,,,10.53,29.28,-3.90,,,,27.68,90.67,46.83,2등급(높은 위험),1.05,"10,500",167,20211115,,ETF,,,
K55206DW5141,키움KIWOOM차이나A50커넥트MSCI증권상장지수투자신탁[주식-파생형],키움투자운용,,,,14.06,29.18,36.98,,,,8.94,26.72,8.46,2등급(높은 위험),0.60,"6,000",51,20220916,,ETF,,,
K55303BT4226,마이다스퇴직연금배당40증권자투자신탁 1(채권혼합)Ce,마이다스운용,,7.91,7.03,13.36,29.10,14.71,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.54,"5,400",751,20170803,,,,,
K55105BM5600,삼성KODEX 필수소비재증권상장지수투자신탁[주식],삼성운용,,-0.43,-1.54,3.61,29.07,0.61,,-1.76,-2.80,2.63,27.00,0.32,2등급(높은 위험),0.47,"4,700",129,20170327,,ETF,,,
