사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2026-03-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
K55373DU6130,현대UNICORNR&D액티브증권상장지수투자신탁[주식],현대자산운용,,,,31.82,100.62,73.26,,,,43.88,170.25,119.84,2등급(높은 위험),0.62,"6,200",96,20220705,,ETF,,,
K55301EE3190,미래에셋TIGER글로벌AI전력인프라액티브증권상장지수투자신탁(주식),미래에셋운용,,,,,99.80,47.87,,,,,26.15,15.85,2등급(높은 위험),0.56,"5,600","4,864",20240909,계열사,ETF,,,
KR5206853842,키움KIWOOM고배당상장지수증권투자신탁[주식],키움투자운용,16.85,20.70,31.10,41.78,99.65,52.76,9.29,12.22,18.24,26.81,76.23,47.21,2등급(높은 위험),0.24,"2,400",559,20080728,,ETF,,,
K55104C11622,브이아이중소형주플러스증권자투자신탁1[주식]C-Pe,브이아이운용,,19.81,18.05,32.16,99.12,66.41,,7.97,8.05,16.97,52.06,32.68,1등급(매우 높은 위험),1.16,"11,600",8,20171215,,,,,
K55210E57725,신한SOL조선TOP3플러스증권상장지수투자신탁[주식],신한자산운용,,,,,98.09,26.61,,,,,119.36,56.69,2등급(높은 위험),0.51,"5,100","20,265",20231004,,ETF,,,
KR5105A23640,삼성KODEX보험증권상장지수투자신탁[주식],삼성운용,10.75,15.57,30.12,37.37,97.48,48.12,7.41,11.73,26.03,33.44,90.85,47.55,1등급(매우 높은 위험),0.47,"4,700",676,20110425,,ETF,,,
K55105BW6366,삼성KODEX고배당주증권상장지수투자신탁[주식],삼성운용,,17.14,23.46,33.74,96.89,55.35,,18.49,18.16,43.88,170.25,119.84,3등급(다소 높은 위험),0.36,"3,600","4,016",20171016,,ETF,,,
K55212BV2705,브이퇴직연금뉴그로쓰증권자투자신탁(주식)종류C-e,브이운용,,13.54,15.73,35.48,96.57,56.96,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.84,"8,400",14,20170906,,,,,
K55366BU9689,iM에셋월드광업주증권자투자신탁(주식-재간접형)(UH)(C-Rpe),iM에셋운용,,21.35,19.21,25.53,96.24,66.89,,12.37,11.64,16.58,45.32,35.36,2등급(높은 위험),1.21,"12,100",49,20170905,,,,,
K55206ED2207,키움KIWOOMK-2차전지북미공급망증권상장지수투자신탁[주식],키움투자운용,,,,,95.84,76.70,,,,,170.25,119.84,2등급(높은 위험),0.68,"6,800",77,20240722,,ETF,,,
K55366BU9663,iM에셋월드광업주증권자투자신탁(주식-재간접형)(UH)(C-Rp),iM에셋운용,,21.06,18.93,25.23,95.81,66.71,,12.37,11.64,16.58,45.32,35.36,2등급(높은 위험),1.46,"14,600",9,20170904,,,,,
K55301DD7714,미래에셋클린테크증권자투자신탁(주식)종류C-P2e,미래에셋운용,,,6.48,15.61,95.63,69.71,,,18.16,43.88,170.25,119.84,1등급(매우 높은 위험),1.07,"10,700",61,20210208,계열사,,,,
K55223E88442,KBRISE200위클리커버드콜증권상장지수투자신탁(주식-파생형),KB운용,,,,,95.38,62.30,,,,,170.25,119.84,2등급(높은 위험),0.33,"3,300","8,950",20240304,,ETF,,,
K55365BT3686,KCGI코리아스몰캡증권투자신탁[주식]종류C-Pe2,KCGI운용,,18.78,16.91,33.60,94.96,44.90,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),1.09,"10,900",107,20170803,,,,,
K55207C30979,교보악사위대한중소형밸류증권자투자신탁 1(주식)ClassC-Re(퇴직연금),교보악사운용,,13.44,13.99,32.27,94.57,54.72,,7.97,8.05,16.97,52.06,32.68,1등급(매우 높은 위험),1.15,"11,500",130,20180222,,,,,
K55301BX0196,미래에셋코스닥혁신성장증권자투자신탁(주식)종류C-P2e,미래에셋운용,,18.39,15.53,33.96,93.80,70.33,,9.59,8.68,21.75,76.28,62.19,2등급(높은 위험),1.11,"11,100",71,20171208,계열사,,,,
K55366BU9622,iM에셋월드광업주증권자투자신탁(주식-재간접형)(H)(C-Rpe),iM에셋운용,,15.61,12.19,19.48,93.77,62.85,,8.96,7.28,11.88,37.38,29.10,2등급(높은 위험),1.23,"12,300",244,20170905,,,,,
K55101E66032,한국투자ACE일본반도체증권상장지수투자신탁(주식),한국투자신탁운용,,,,,93.56,79.30,,,,,40.17,24.51,2등급(높은 위험),0.67,"6,700",155,20231013,,ETF,,,
K55303BT4101,마이다스미소중소형주증권자투자신탁(주식)C-Pe2,마이다스운용,,16.04,9.92,22.89,93.37,56.20,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.99,"9,900",38,20170803,,,,,
K55366B44596,iM에셋월드광업주증권자투자신탁(주식-재간접형)(H)(C-Rp),iM에셋운용,,15.33,11.91,19.19,93.35,62.68,,8.96,7.28,11.88,37.38,29.10,2등급(높은 위험),1.47,"14,700",21,20160310,,,,,
K55232E86629,NH-AmundiHANARO반도체핵심공정주도주증권상장지수투자신탁(주식),NH-Amundi운용,,,,,93.27,106.98,,,,,170.25,119.84,2등급(높은 위험),0.58,"5,800",289,20240226,,ETF,,,
K55301BE5909,미래에셋코스닥혁신성장증권자투자신탁(주식)종류C-P2,미래에셋운용,,17.99,15.14,33.52,93.17,70.07,,9.59,8.68,21.75,76.28,62.19,2등급(높은 위험),1.46,"14,600",11,20160803,계열사,,,,
K55232CN9895,NH-AmundiHANAROK고배당증권상장지수투자신탁[주식],NH-Amundi운용,,,27.72,37.16,91.99,50.42,,,18.24,26.81,76.23,47.21,3등급(다소 높은 위험),0.15,"1,500",476,20190422,,ETF,,,
KR5301AW7864,미래에셋퇴직연금배당커버드콜액티브증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋운용,,13.81,15.93,30.39,91.18,66.72,,10.72,10.74,22.77,68.15,50.06,3등급(다소 높은 위험),0.62,"6,200","2,264",20170605,계열사,,,,
K55232BU4625,NH-Amundi성장중소형주증권투자신탁[주식]ClassC-P2e(퇴직연금),NH-Amundi운용,,19.67,21.21,36.85,91.09,51.40,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.97,"9,700",321,20170817,,,,,
K55105DN1838,삼성글로벌반도체증권자투자신탁UH[주식]_Cpe(퇴직),삼성운용,,,,49.67,90.51,66.39,,,,31.61,30.14,14.23,1등급(매우 높은 위험),1.27,"12,700","1,324",20211119,,,,,
K55104C03165,브이아이FOCUSESGLeaders150증권상장지수투자신탁[주식],브이아이운용,,14.38,16.81,30.82,89.97,58.14,,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),0.19,"1,900",129,20171212,,ETF,,,
K55105B66492,삼성KODEX200중소형증권상장지수투자신탁[주식],삼성운용,10.22,15.74,17.82,32.59,89.56,44.40,8.71,13.87,15.80,30.44,85.47,42.96,2등급(높은 위험),0.33,"3,300",233,20150831,,ETF,,,
K55207EE5208,교보악사파워K-주주가치액티브증권상장지수투자신탁[주식],교보악사운용,,,,,88.13,52.24,,,,,170.25,119.84,2등급(높은 위험),0.48,"4,800",212,20240923,,ETF,,,
K55301DH5144,미래에셋TIGER퓨처모빌리티액티브증권상장지수투자신탁(주식),미래에셋운용,,,,12.84,88.11,88.65,,,,43.88,170.25,119.84,1등급(매우 높은 위험),0.83,"8,300",198,20210521,계열사,ETF,,,
KR5225A18042,미래에셋TIGER200에너지화학증권상장지수투자신탁(주식),미래에셋운용,6.50,6.12,0.29,8.76,87.86,64.29,4.68,4.25,-1.72,6.95,84.37,63.72,1등급(매우 높은 위험),0.44,"4,400",325,20110405,계열사,ETF,,,
KR5206853859,키움KIWOOM블루칩상장지수증권투자신탁[주식],키움투자운용,10.28,12.20,12.50,28.76,87.80,55.83,14.91,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),0.47,"4,700",178,20080728,,ETF,,,
K55213E52290,한화PLUS일본반도체소부장증권상장지수투자신탁(주식),한화운용,,,,,87.72,84.67,,,,,40.17,24.51,2등급(높은 위험),0.69,"6,900",204,20230829,,ETF,,,
K55301E05523,미래에셋TIGERTSMC파운드리밸류체인증권상장지수투자신탁(주식),미래에셋운용,,,,,87.38,69.82,,,,,30.14,14.23,2등급(높은 위험),0.64,"6,400",389,20230330,계열사,ETF,,,
K55364BU0797,에셋플러스코리아리치투게더퇴직연금증권자투자신탁 1[주식]종류Ce,에셋플러스운용,,16.89,14.51,31.85,87.22,47.91,,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),1.10,"11,000",860,20170807,,,,,
K55364C93422,에셋플러스코리아리치투게더증권자투자신탁 1(주식)종류 C-P2e,에셋플러스운용,,,,31.90,87.14,47.73,,,,43.88,170.25,119.84,2등급(높은 위험),1.10,"11,000",3,20200508,,,,,
K55105DN1598,삼성글로벌반도체증권자투자신탁H[주식]_Cpe(퇴직),삼성운용,,,,42.36,85.73,62.17,,,,31.61,30.14,14.23,1등급(매우 높은 위험),1.28,"12,800","1,055",20211119,,,,,
KR5301AX7376,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식),미래에셋운용,13.64,17.20,23.38,31.77,85.13,49.36,11.02,12.22,18.24,26.81,76.23,47.21,3등급(다소 높은 위험),0.32,"3,200",936,20141204,계열사,ETF,,,
K55301BJ7017,미래에셋TIGER코스닥150IT증권상장지수투자신탁(주식),미래에셋운용,,12.35,10.71,24.37,84.70,88.00,,12.14,10.60,24.68,86.02,88.28,1등급(매우 높은 위험),0.44,"4,400",413,20161214,계열사,ETF,,,
K55301DQ0219,미래에셋TIGERKEDI혁신기업ESG30증권상장지수투자신탁(주식),미래에셋운용,,,,27.14,84.48,65.41,,,,43.88,170.25,119.84,2등급(높은 위험),0.58,"5,800",223,20220207,계열사,ETF,,,
KR5207AN0410,교보악사파워고배당저변동성증권상장지수투자신탁[주식],교보악사운용,13.13,15.31,21.81,34.48,84.15,49.02,14.91,18.49,18.16,43.88,170.25,119.84,3등급(다소 높은 위험),0.25,"2,500",279,20140219,,ETF,,,
K55373E72456,현대UNICORN생성형AI강소기업액티브증권상장지수투자신탁[주식],현대자산운용,,,,,82.94,75.42,,,,,170.25,119.84,2등급(높은 위험),0.94,"9,400",37,20231120,,ETF,,,
K55301DJ6520,미래에셋TIGER글로벌리튬&2차전지SOLACTIVE증권상장지수투자신탁(주식-파생형)(합성),미래에셋운용,,,,8.68,82.22,69.09,,,,8.64,17.58,18.82,2등급(높은 위험),0.55,"5,500","3,022",20210716,계열사,ETF,,,
K55232DV7591,NH-AmundiHANAROFn조선해운증권상장지수투자신탁(주식),NH-Amundi운용,,,,51.10,82.05,24.40,,,,43.88,170.25,119.84,1등급(매우 높은 위험),0.51,"5,100","1,133",20220914,,ETF,,,
K55301E49406,미래에셋TIGER일본반도체FACTSET증권상장지수투자신탁(주식),미래에셋운용,,,,,80.72,81.52,,,,,40.17,24.51,2등급(높은 위험),0.62,"6,200",239,20230915,계열사,ETF,,,
K55301BG7119,미래에셋TIGER200동일가중증권상장지수투자신탁(주식),미래에셋운용,,12.56,14.26,27.77,79.99,47.96,,0.12,-2.10,0.79,0.00,0.00,2등급(높은 위험),0.29,"2,900",257,20160919,계열사,ETF,,,
K55213EF7411,한화PLUS글로벌방산증권상장지수투자신탁(주식),한화운용,,,,,79.75,22.92,,,,,20.10,11.31,2등급(높은 위험),0.57,"5,700",617,20241108,,ETF,,,
K55213BU7100,한화코리아레전드중소형주증권자투자신탁(주식)종류C-RPe(퇴직연금),한화운용,,13.59,11.75,26.65,78.98,43.15,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.98,"9,800",19,20170825,,,,,
K55303DW3692,마이다스마이다스중소형액티브증권상장지수투자신탁(주식),마이다스운용,,,,25.46,78.88,38.50,,,,19.65,59.03,36.57,2등급(높은 위험),0.66,"6,600",88,20220816,,ETF,,,
K55105BG6549,삼성KODEX200동일가중증권상장지수투자신탁[주식],삼성운용,,12.16,13.92,27.29,78.50,47.54,,0.12,-2.10,0.79,0.00,0.00,2등급(높은 위험),0.29,"2,900",793,20160919,,ETF,,,
K55105DF1861,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cpe(퇴직연금),삼성운용,,,-9.16,-0.74,78.06,37.43,,,14.22,9.80,22.78,22.25,1등급(매우 높은 위험),1.46,"14,600",40,20210203,,,,,
K55105DJ0265,삼성KODEX 미국반도체증권상장지수투자신탁[주식],삼성운용,,,,57.18,77.96,48.50,,,,31.61,30.14,14.23,1등급(매우 높은 위험),0.17,"1,700","8,647",20210628,,ETF,,,
K55223E63783,KBRISEAI&로봇증권상장지수투자신탁(주식),KB운용,,,,,77.85,83.88,,,,,170.25,119.84,2등급(높은 위험),0.46,"4,600","5,811",20231023,,ETF,,,
K55105EC0527,삼성KODEX미국AI전력핵심인프라증권상장지수투자신탁[주식],삼성운용,,,,,77.40,25.92,,,,,16.97,7.94,2등급(높은 위험),0.53,"5,300","15,909",20240705,,ETF,,,
K55216BT3877,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-P2E,DB자산운용,,14.79,15.34,43.94,77.13,53.15,,6.64,4.66,30.00,37.07,34.23,2등급(높은 위험),1.16,"11,600",838,20170901,,,,,
K55209BV6925,신영마라톤중소형주증권자투자신탁(주식)C-P2e형,신영운용,,12.06,13.89,23.12,76.63,50.61,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),1.03,"10,300",139,20170822,,,,,
K55301DX5334,미래에셋TIGERMKF배당귀족증권상장지수투자신탁(주식),미래에셋운용,,,,30.77,76.38,49.77,,,,26.81,76.23,47.21,3등급(다소 높은 위험),0.26,"2,600",183,20221017,계열사,ETF,,,
K55209BV6917,신영마라톤중소형주증권자투자신탁(주식)C-P2형,신영운용,,11.62,13.44,22.64,75.98,50.34,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),1.44,"14,400",65,20170822,,,,,
K55223BY3509,KBRISE중소형고배당증권상장지수투자신탁(주식),KB운용,,13.65,15.40,24.85,75.69,38.79,,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),0.40,"4,000",161,20171101,,ETF,,,
KR5105171510,삼성KODEX철강증권상장지수투자신탁[주식],삼성운용,9.41,12.85,19.64,27.44,75.36,49.45,7.10,10.21,16.51,25.04,70.78,48.86,1등급(매우 높은 위험),0.47,"4,700",294,20091029,,ETF,,,
KR5301AJ2292,미래에셋퇴직연금성장유망중소형주증권자투자신탁 1(주식)종류C-e,미래에셋운용,,14.52,12.82,27.38,75.26,46.74,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.95,"9,500",30,20170830,계열사,,,,
K55232DI0965,NH-Amundi글로벌우주항공증권자투자신탁(UH)[주식]ClassC-P2e(퇴직연금),NH-Amundi운용,,,,41.46,75.26,28.98,,,,22.56,22.38,14.98,3등급(다소 높은 위험),1.33,"13,300","1,701",20220526,,,,,
K55301B69921,미래에셋TIGER우량가치증권상장지수투자신탁(주식),미래에셋운용,9.88,11.03,16.85,26.21,75.24,40.68,8.11,10.61,14.06,28.37,68.77,29.31,2등급(높은 위험),0.46,"4,600",100,20150922,계열사,ETF,,,
K553N9EH5654,삼성액티브KoAct미국나스닥성장기업액티브증권상장지수투자신탁[주식],삼성액티브자산운용,,,,,75.17,39.58,,,,,16.97,7.94,2등급(높은 위험),0.62,"6,200","1,556",20250221,,ETF,,,
KR5301AH8119,미래에셋TIGER로우볼증권상장지수투자신탁(주식),미래에셋운용,9.40,12.71,19.60,28.90,75.17,39.14,14.91,18.49,18.16,43.88,170.25,119.84,3등급(다소 높은 위험),0.46,"4,600",108,20130619,계열사,ETF,,,
K55101E42918,한국투자ACE애플밸류체인액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,,74.99,59.69,,,,,20.10,11.31,2등급(높은 위험),0.64,"6,400",265,20240610,,ETF,,,
KR5301AI7821,미래에셋퇴직연금성장유망중소형주증권자투자신탁 1(주식)종류C,미래에셋운용,8.84,14.07,12.37,26.88,74.60,46.47,5.63,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),1.35,"13,500",4,20151029,계열사,,,,
K55232DI0957,NH-Amundi글로벌우주항공증권자투자신탁(UH)[주식]ClassC-P2(퇴직연금),NH-Amundi운용,,,,,74.59,28.73,,,,,22.38,14.98,3등급(다소 높은 위험),1.73,"17,300",44,20240328,,,,,
K55373E91357,현대UNICORN포스트IPO액티브증권상장지수투자신탁[주식],현대자산운용,,,,,74.28,35.67,,,,,170.25,119.84,2등급(높은 위험),0.77,"7,700",57,20240226,,ETF,,,
K55232DI0791,NH-Amundi글로벌우주항공증권자투자신탁(H)[주식]ClassC-P2e(퇴직연금),NH-Amundi운용,,,,37.96,73.93,27.65,,,,18.29,20.10,11.31,3등급(다소 높은 위험),1.33,"13,300",899,20220531,,,,,
K55101EB6099,한국투자ACE구글밸류체인액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,,73.88,48.74,,,,,20.10,11.31,2등급(높은 위험),0.60,"6,000","1,928",20240610,,ETF,,,
KR5225A04026,미래에셋TIGER LG그룹+증권상장지수투자신탁[주식],미래에셋운용,7.32,6.98,2.42,8.58,73.82,48.32,14.91,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),0.21,"2,100",224,20110309,계열사,ETF,,,
K55101E96450,한국투자ACE미국반도체데일리타겟커버드콜증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,,,,73.63,56.12,,,,,30.14,14.23,2등급(높은 위험),0.52,"5,200","1,093",20240418,,ETF,,,
K55205DA7284,미래에셋글로벌클린인프라증권자투자신탁2[주식]종류Crp-e,미래에셋운용,,,3.87,13.43,73.31,39.42,,,14.27,9.32,23.84,21.78,2등급(높은 위험),0.60,"6,000",63,20201020,계열사,,,,
K55205DA7268,미래에셋글로벌클린인프라증권자투자신탁[주식]종류Crp-e,미래에셋운용,,,3.85,13.40,73.30,39.43,,,14.27,9.32,23.84,21.78,2등급(높은 위험),0.60,"6,000",166,20201012,계열사,,,,
K55301EF4932,미래에셋TIGER미국필라델피아AI반도체나스닥증권상장지수투자신탁(주식),미래에셋운용,,,,,73.29,42.07,,,,,16.97,7.94,2등급(높은 위험),0.61,"6,100","9,100",20241122,계열사,ETF,,,
K55232DI0775,NH-Amundi글로벌우주항공증권자투자신탁(H)[주식]ClassC-P2(퇴직연금),NH-Amundi운용,,,,37.45,73.29,27.40,,,,18.29,20.10,11.31,3등급(다소 높은 위험),1.73,"17,300",24,20221011,,,,,
K55301B69913,미래에셋TIGER200생활소비재증권상장지수투자신탁(주식),미래에셋운용,1.90,4.11,6.99,20.48,73.17,26.60,0.30,2.26,5.00,18.87,68.85,25.55,2등급(높은 위험),0.44,"4,400",50,20150922,계열사,ETF,,,
K55205DA7250,미래에셋글로벌클린인프라증권자투자신탁[주식]종류Crp,미래에셋운용,,,3.70,13.23,73.05,39.33,,,14.27,9.32,23.84,21.78,2등급(높은 위험),0.75,"7,500",33,20201020,계열사,,,,
K55301B69905,미래에셋TIGER200산업재증권상장지수투자신탁(주식),미래에셋운용,9.13,16.01,19.98,32.72,73.00,41.92,6.35,8.18,14.25,21.69,64.77,41.18,1등급(매우 높은 위험),0.44,"4,400",92,20150922,계열사,ETF,,,
K55232DH1824,NH-AmundiHANAROFn친환경에너지증권상장지수투자신탁(주식),NH-Amundi운용,,,,9.78,72.72,52.64,,,,43.88,170.25,119.84,1등급(매우 높은 위험),0.60,"6,000",87,20210401,,ETF,,,
K55101E11434,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(C-Re),한국투자신탁운용,,,,,72.57,33.74,,,,,22.38,14.98,2등급(높은 위험),1.23,"12,300",48,20250225,,,,,
K553N9E96812,삼성액티브KoAct반도체&2차전지핵심소재액티브상장지수투자신탁[주식],삼성액티브자산운용,,,,,72.54,76.39,,,,,170.25,119.84,2등급(높은 위험),0.58,"5,800",155,20240513,,ETF,,,
K55301E34416,미래에셋TIGER2차전지소재Fn증권상장지수투자신탁(주식),미래에셋운용,,,,,72.28,79.52,,,,,170.25,119.84,2등급(높은 위험),0.45,"4,500","9,326",20230712,계열사,ETF,,,
K55301E51782,미래에셋골드특별자산자투자신탁(금-재간접형)종류C-P2e,미래에셋운용,,,,,72.23,51.75,,,,,11.33,13.79,3등급(다소 높은 위험),0.72,"7,200",217,20250113,계열사,,,,
K55301DF8777,미래에셋TIGER미국필라델피아반도체나스닥증권상장지수투자신탁(주식),미래에셋운용,,,,45.88,72.04,50.11,,,,31.61,30.14,14.23,1등급(매우 높은 위험),0.61,"6,100","37,314",20210408,계열사,ETF,,,
K55223E65903,KBRISE미국반도체NYSE증권상장지수투자신탁(주식),KB운용,,,,,71.55,51.40,,,,,30.14,14.23,2등급(높은 위험),0.19,"1,900",491,20231020,,ETF,,,
K55223DK6670,KBRISE글로벌클린에너지S&P증권상장지수투자신탁(주식),KB운용,,,,3.50,70.51,38.08,,,,18.29,20.10,11.31,2등급(높은 위험),0.86,"8,600",103,20211019,,ETF,,,
K553J1E23876,타임폴리오TIME글로벌AI인공지능액티브증권상장지수투자신탁[주식],타임폴리오자산운용,,,,,70.30,37.87,,,,,22.38,14.98,2등급(높은 위험),0.86,"8,600","12,317",20230515,,ETF,,,
K55105EF7263,삼성KODEX금융고배당TOP10타겟위클리커버드콜증권상장지수투자신탁[주식-파생형],삼성운용,,,,,69.79,27.78,,,,,170.25,119.84,1등급(매우 높은 위험),0.43,"4,300","6,554",20241216,,ETF,,,
KR5225A18091,미래에셋TIGER200철강소재증권상장지수투자신탁(주식),미래에셋운용,8.96,11.24,17.74,24.18,69.46,42.39,6.35,8.18,14.25,21.69,64.77,41.18,1등급(매우 높은 위험),0.44,"4,400",83,20110405,계열사,ETF,,,
K55107DW3997,우리WON미국우주항공방산증권상장지수투자신탁(주식),우리운용,,,,36.40,69.28,29.84,,,,20.05,16.97,7.94,2등급(높은 위험),0.52,"5,200",834,20220825,,ETF,,,
K553N9E63887,삼성액티브KoAct글로벌AI&로봇액티브증권상장지수투자신탁[주식],삼성액티브자산운용,,,,,69.16,54.06,,,,,30.14,14.23,2등급(높은 위험),0.60,"6,000","2,044",20231117,,ETF,,,
K55210EC2509,신한SOL미국AI전력인프라증권상장지수투자신탁[주식],신한자산운용,,,,,68.82,25.18,,,,,16.97,7.94,2등급(높은 위험),0.56,"5,600","2,743",20240712,,ETF,,,
K55107BU0229,우리중소형고배당증권자투자신탁 1(주식)ClassC-Pe,우리운용,,15.47,10.75,26.88,68.45,43.62,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),0.90,"9,000",79,20180205,,,,,
K55237BU5569,한화천연자원증권자투자신탁(주식)P-E클래스,한화운용,,18.13,21.68,23.52,68.06,49.41,,12.16,11.83,17.10,45.48,36.37,2등급(높은 위험),1.36,"13,600",246,20170824,,,,,
KR5107A19552,우리중소형고배당증권자투자신탁 1(주식)ClassC-P,우리운용,,15.02,10.31,26.38,67.82,43.36,,7.97,8.05,16.97,52.06,32.68,2등급(높은 위험),1.30,"13,000",1,20150706,,,,,
K55223E65911,KBRISE미국반도체NYSE증권상장지수투자신탁(주식)(H),KB운용,,,,,67.31,45.67,,,,,30.14,14.23,2등급(높은 위험),0.15,"1,500",202,20231020,,ETF,,,
K553W5E17435,VIP한국형가치투자증권자투자신탁[주식]C-P2e클래스,브이아이피자산운용,,,,,67.03,34.71,,,,,170.25,119.84,2등급(높은 위험),2.01,"20,100","2,252",20230403,,,,,
K55101DN7441,한국투자ACEKRX금현물특별자산상장지수투자신탁(금),한국투자신탁운용,,,,44.75,66.58,55.95,,,,6.46,11.53,12.78,2등급(높은 위험),0.31,"3,100","51,139",20211213,,ETF,,,
K55101E11186,한국투자글로벌우주기술&방산증권자투자신탁H(주식)(C-Re),한국투자신탁운용,,,,,66.53,29.43,,,,,20.10,11.31,2등급(높은 위험),1.26,"12,600",46,20250218,,,,,
K55235BW6807,피델리티재팬증권자투자신탁(주식-재간접형)CP-e,피델리티운용,,19.85,23.34,34.06,66.43,33.81,,14.81,20.00,29.80,46.81,28.39,2등급(높은 위험),1.59,"15,900",267,20170920,,,,,
K55307D06017,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P1e,유리운용,,,26.43,41.04,66.41,46.27,,,22.64,35.79,31.03,17.57,1등급(매우 높은 위험),0.97,"9,700","2,462",20200309,,,,,
KR5235924028,피델리티재팬증권자투자신탁(주식-재간접형)CP,피델리티운용,17.22,19.58,23.05,33.75,66.07,33.67,12.10,14.81,20.00,29.80,46.81,28.39,2등급(높은 위험),1.83,"18,300",16,20150717,,,,,
K55307D05993,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P1,유리운용,,,26.15,40.72,66.05,46.12,,,22.64,35.79,31.03,17.57,1등급(매우 높은 위험),1.20,"12,000",53,20200331,,,,,
K553J1DJ0288,타임폴리오TIMEK이노베이션액티브증권상장지수투자신탁[주식],타임폴리오자산운용,,,,19.83,65.55,51.89,,,,43.88,170.25,119.84,1등급(매우 높은 위험),0.94,"9,400",137,20210524,,ETF,,,
K553N9E27494,삼성액티브KoAct바이오헬스케어액티브증권상장지수투자신탁[주식],삼성액티브자산운용,,,,,65.46,42.65,,,,,170.25,119.84,2등급(높은 위험),0.57,"5,700","6,793",20230802,,ETF,,,
K55364DP8696,에셋플러스에셋플러스글로벌대장장이액티브증권상장지수투자신탁(주식),에셋플러스운용,,,,41.85,65.44,41.41,,,,18.29,20.10,11.31,2등급(높은 위험),1.37,"13,700",209,20220624,,ETF,,,
K55105BC9695,삼성KODEX바이오증권상장지수투자신탁[주식],삼성운용,,3.12,-1.04,22.68,65.26,47.69,,6.64,4.66,30.00,37.07,34.23,2등급(높은 위험),0.49,"4,900","3,188",20160512,,ETF,,,
K55301BW0049,미래에셋연금한국헬스케어증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,12.20,10.24,32.38,65.16,44.67,,6.64,4.66,30.00,37.07,34.23,1등급(매우 높은 위험),1.01,"10,100",393,20170913,계열사,,,,
K55101BU2759,한국투자ACE아시아TOP50증권상장지수투자신탁(주식),한국투자신탁운용,,16.20,11.94,33.31,64.66,47.23,,7.77,5.34,17.86,35.94,23.53,2등급(높은 위험),1.10,"11,000",230,20170818,,ETF,,,
K55301B47307,미래에셋연금한국헬스케어증권자투자신탁 1(주식)종류C-P2,미래에셋운용,9.83,11.72,9.77,31.83,64.48,44.38,6.25,6.60,4.61,30.00,37.07,34.23,1등급(매우 높은 위험),1.44,"14,400",61,20150720,계열사,,,,
K55105BD0552,삼성KODEX모멘텀PLUS증권상장지수투자신탁[주식],삼성운용,,12.56,13.78,30.18,64.19,43.69,,18.49,18.16,43.88,170.25,119.84,2등급(높은 위험),0.35,"3,500",125,20160512,,ETF,,,
K55303EC8553,마이다스마이다스일본테크액티브증권상장지수투자신탁(주식),마이다스운용,,,,,64.17,47.92,,,,,40.17,24.51,2등급(높은 위험),0.89,"8,900",93,20240802,,ETF,,,
K55105DQ0258,삼성KODEX차이나2차전지MSCI증권상장지수투자신탁[주식-파생형](합성),삼성운용,,,,11.47,64.03,45.66,,,,7.49,12.52,-1.78,1등급(매우 높은 위험),0.32,"3,200",387,20220318,,ETF,,,
K55105E22598,삼성KODEX코스닥글로벌증권상장지수투자신탁[주식],삼성운용,,,,,63.84,45.38,,,,,170.25,119.84,2등급(높은 위험),0.12,"1,200",351,20230628,,ETF,,,
